tweet,clean_tweet,sentiment
Barusan itu gempa yang bisa bangunin kamu saat tertidur lelap. Udah termasuk level darurat sih,barusan gempa berguncang bangunin tertidur lelap level darurat,Negative
"@zarayelo di sorong, tp jujur w ga ngerasa gempa nya anjir w cuma ngerasain pas awalnya doang😓😓",sorong jujur berasa gempa anjir merasakan,Positive
@convomfs hah gempa,gempa,Negative
@luciooo_0 hah gempa?,gempa,Negative
"@jmparkaddict Ingat banget, kalau aku pas siang itu lagi didapur, ehg tiba² gempa gk tau mau kluar lewat mana saking paniknya wkwkwk",siang didapur ehg gempa tau kluar saking paniknya,Negative
"@lagicariistri nahlo ketemu di twitter gara"" trend ""lombok"" gempa😂",nahlo ketemu twitter trend lombok gempa,Negative
"di bdg gempa masih santai, tapi jangan di lombok",bdg gempa santai lombok,Negative
Gempa gini libur kerja ga ya,gempa libur kerja berguncang,Neutral
bmkg masih bobo kah kok gada press rilis gempa._.,bmkg kah gada press rilis gempa,Negative
"@Bellaaiueo2 Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/f7jjNBUYg1",halo bencana bot melaporkan dampak gempa sekitarmu silakan balas,Negative
"@Thaattiikk_ Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/rJ8X1WrG9y",halo bencana bot melaporkan dampak gempa sekitarmu silakan balas,Negative
Pas gempa tadi lg baca thread ini🙂 https://t.co/A1jXwNrz3B,gempa baca thread,Negative
Bangun bangun langsung gempa pren besar banget😐,terbangun terbangun langsung gempa pren,Negative
Baru merantau sekalinya merantau ke #lombok ngerasain yang namanya gempa,merantau sekalinya merantau kedalaman merasakan berguncang namanya gempa,Negative
Alarm shalat subuh yg duel sama gempa 🥲,alarm shalat subuh duel gempa,Negative
"Info Gempa Mag 4.6 SR, 25-Jan-22 05:14:14 WITA, Lok: 8.78 LS, 116.14 BT (10 km Tenggara LOMBOKBARAT-NTB), kdlaman: 10 km.",info gempa magnitudo januari wita lokasi tenggara lombokbaratntb kdlaman,Negative
"dibangunin gempa, makasih banget.",dibangunin gempa makasih,Negative
"diteriakin suru bangun grgr gempa, nyari kucing dulu bawa ikut kabut keluar🤣🤣 https://t.co/BgUeHwtQ8O",diteriakin suru terbangun gara gara gempa nyari kucing bawa kabut,Negative
Gempa ga sih? Kok kayak pusing goyang ya....,gempa pusing berguncang berguncang,Negative
Samaaaa.. kebangun gegara gempa https://t.co/Ns2AZk4Fr0,samaaaa terbangun gempa,Negative
pagi ini dikagetkan dengan gempa 4.7 SR. Pusat gempa dekat dengan Sirkuit Mandalika. Semoga tdk ada korban https://t.co/Y0hoGBW3iv,pagi dikagetkan gempa pusat gempa sirkuit mandalika semoga terkadang korban,Negative
"Tahun lalu, di tanggal yang sama. Gempa 5,2 SR. Posisi lagi di Bintuni. Kenceng memang, alhamdulilah ga ada kerusak… https://t.co/uEt2PVbEIR",tanggal berguncang gempa posisi bintuni kencang alhamdulilah terkadang kerusak,Negative
"@insidelombok_ Udh bangun dri sebelum gempa, kaget bgt apa lagi yg belum bangun",terbangun dri gempa terkejut terbangun,Negative
"@TimpalBali Yih beneran gempa ternyata, kaden nak ngipi",yih beneran gempa kaden nak ngipi,Negative
@infoBMKG Min ini sekedar info gempa dari saya. https://t.co/e0YMN8mO9D,min sekedar info gempa,Negative
Lombok gempa lagi https://t.co/Uzhut9EsTS,lombok gempa,Negative
@happystroberryy ganyangka ada dreamzen lombok jg 😭😭😭 nyari pusat gempa tapi bmkg belum update sama sekali,ganyangka terkadang dreamzen lombok nyari pusat gempa bmkg update,Negative
@Park_Helmi pls iyaaa… aku lagi mandi past itu mana sampoan trs gempa yg gedeee bgt pas siangg itu inget ga si? 😭😭😭 cara keluar gmna cbaaa,helmi pls iyaaa mandi past sampoan gempa gedeee siangg inget gmna cbaaa,Negative
@luciooo_0 gempa dimana?,gempa dimana,Negative
Gempa😭,gempa,Negative
@punyaanettt Hah Diana gempa kak ?,diana gempa,Negative
"@convomfs aduh, kayanya bukan di domku deh. aku mati rasa, gabisa ngerasain gempa 😞",aduh kayanya domku mati berasa gabisa merasakan gempa,Negative
dibangunin sholat subuh ama gempa is another level of tobat:))),dibangunin sholat subuh gempa habis another level of tobat,Negative
Halo @infoBMKG gempa barusan yg dirsain di Lombok kok belum ada infonya ya,halo gempa barusan dirsain lombok terkadang infonya berguncang,Negative
"@Dbeansprout Pada belum pernah ngerasain gempa 2018 kali ya? Jadi g panik2 amat? 😅
Ato emang tidurnya yang kebo banget 😅",merasakan gempa kali berguncang panik keras tidurnya berguncang kebo,Negative
Emang bener gempa ternyata🥲 https://t.co/xMlCFFTW7n,gempa,Negative
Gue mau sholat tapi kaki masih lemes gara2 gempa barusan :),sholat kaki lemes gempa barusan,Negative
"😌 Ya sudahlah, ya. BMKG negara sendiri lebih milih apdet prakiraan cuaca daripada gempa di Lombok yang lebih darura… https://t.co/Wvyeqzs3t7",berguncang berguncang bmkg negara milih apdet prakiraan cuaca gempa lombok berguncang darura,Negative
@kyonichiyi Wah deket titik gempa tuh. Semoga aman2 aja,deket titik gempa semoga aman,Positive
gue mau eek jd takut anjir barusan gempa,eek takut anjir barusan gempa,Negative
"Bisa bisanya, aku bangunin mereka karna gempa ehh dijawab 

“Nggak nggak, kamu aja sering bangun tidurnya cepet. Ma… https://t.co/lXwJ4slY0P",bisanya bangunin gempa nggak nggak terbangun tidurnya cepet magnitudo,Negative
"@infoBMKG min bangun, ada gempa nih di lombok",min terbangun terkadang gempa nih lombok,Negative
@luciooo_0 hah ada gempa lagi?,terkadang gempa,Negative
"Bangun grgra Gempa 

@Lombok",terbangun grgra gempa,Negative
@leenfny Eh dimana gempa?,dimana gempa,Negative
"@kimdubbuu Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/Pt16mycc6N",halo bencana bot melaporkan dampak gempa sekitarmu silakan balas,Negative
"heh😒 kacau bgt BMKG blm ngapdet info gempa, dikira udah ternyata malah apdet info cuaca. 
menghadeh",heh kacau bmkg ngapdet info gempa apdet info cuaca menghadeh,Negative
@convomfs Gempa dimana ??,gempa dimana,Negative
"Gempa pertama di tahun 2022, 
Terperangkap dalam kamar sendiri, panik banget dan hasilnya asam lambung tambah naik karena tremor🤢🤮",gempa terperangkap kamar panik terkadang hasilnya asam lambung tremor,Negative
@infoBMKG Info gempa min,info gempa min,Negative
Anjir dibangunin gempa nih @rr_projectt,anjir dibangunin gempa nih projectt,Negative
@convomfs Gempa dimana? Stay safe ya nder 🥺,gempa dimana aman berguncang nder,Neutral
"#gempa dilaporkan oleh pengguna aplikasi Earthquake Network di 8km dari #KecamatanMataram, #Indonesia. 18 laporan d… https://t.co/ZMvarsPIoR",dilaporkan pengguna aplikasi earthquake network laporan,Neutral
"@snack_kreatif Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/gg7J8HmKIc",kreatif halo bencana bot melaporkan dampak gempa sekitarmu silakan balas,Negative
"Gempanya Kecil, Dampaknya Besar Terutama karena Trauma. Yaa Rabb Semoga Lombok Baik2 saja.🤲🏻🤲🏻
#lombok #gempa… https://t.co/BimiByv64J",gempanya dampaknya trauma ya rabb semoga lombok,Neutral
masih gemeteran gara gara gempa😭,gemeteran gempa,Negative
@infoBMKG Dimana lokasi nya min gempa barusan?,dimana lokasi min gempa barusan,Negative
[] stay safe yang ngrasain gempa. lumayan gede kedalaman hanya 10km di bawah permukaan air laut gede 4.6 sr,aman berguncang ngrasain gempa lumayan kedalaman permukaan air barat laut,Neutral
Gempa anjeng td pas w lg mandi,gempa anjeng barat daya mandi,Negative
"aywoe adekku di lombok, shubuh shubuh ada gempa",aywoe adekku lombok shubuh shubuh terkadang gempa,Negative
Pagi ini di sambut gempa 😩,pagi sambut gempa,Negative
"Dibangunin sama alarm❌
Dibangunin sama gempa✅

Trauma di tahun 2018 muncul lagi.
Astagfirullah...
Semoga Lombok dij… https://t.co/h2q5uImBJs",dibangunin alarm dibangunin gempa trauma muncul astagfirullah semoga lombok dij,Negative
@Park_Helmi pusatnya jga disni omggg jangan gempa lagi pls lombok😭,helmi pusatnya jga disni omggg gempa pls lombok,Negative
Baru aja tidur 20menitan eh kebangun grgr gempa -_-,tidur menitan terbangun gara gara gempa,Negative
4.6 sr tp berasa kek gempa yg dulu ya Allah stay safe semua😖,berasa gempa berguncang aman,Neutral
Padahal di spes tadi bahas gempa anjrit,spes bahas gempa anjrit,Negative
"Gempa besarnya cuma 4 kali, tapi yg kecil-kecil ada ribuan😭 inget bgt, dulu tidur di jalanan pake terpal sama tetan… https://t.co/5qMCbSZxgN",gempa besarnya kali kecilkecil terkadang ribuan inget tidur jalanan pake terpal tetan,Negative
"Bangunin sholatnya jangan pake gempa dong, bestie. Ini tadi gue kaya orang gila nangis buka pintu.",bangunin sholatnya pake gempa bestie orang gila nangis buka pintu,Negative
lombok gempa?pantes kerasa ampe bali ga keras bgt si tp luamayn lama,lombok gempapantes bali luamayn,Neutral
tumben banget ya gempa,tumben berguncang gempa,Negative
"@okii_dokiii Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/uwcIBgNBih",dokiii halo bencana bot melaporkan dampak gempa sekitarmu silakan balas,Negative
Ya Allah takut banget😭 jujur masih trauma sama gempa dulu 2018 di Lombok 😭 https://t.co/cHm1tyVTg9,berguncang takut jujur trauma gempa lombok,Negative
udah feeling dri kmren kayaknya bakalan gempa. soalnya udh 2 hari ini gerah bgt tapi gak ujan-ujan. eh taunya beneran gempa😔,feeling dri kmren kayaknya gempa gerah ujanujan taunya beneran gempa,Negative
@lvvmee hah gempa dimana,gempa dimana,Negative
"@mauladuddin Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/hB86HRhhW8",halo bencana bot melaporkan dampak gempa sekitarmu silakan balas,Negative
"ya Allah, bnr2 gempa kali ini tuh rasanya kayak ibu lo goyangin badan lo buat bangunin sholat! astaghfirullah ya Al… https://t.co/kQ3Lv1rQsw",berguncang bnr gempa kali lokasi goyangin badan lokasi bangunin sholat astaghfirullah berguncang,Negative
"Admin bmkg nya masih tidur😭
Gempa di NTB nya kerasa bgt😭",admin bmkg tidur gempa ntb,Negative
@LastQuake Alhamdulillah gak sebesar &amp; selama gempa thn 2018,alhamdulillah gempa,Neutral
"Agak gemeter yaa, selalu kena gempa pas ditangga:)",gemeter ya terkena gempa ditangga,Negative
"@infoBMKG Info gempa di Lombok tadi dong min, pusatnya dimana dan brapa SR? Cukup kenceng loh tadi",info gempa lombok min pusatnya dimana terkadang brapa kencang,Negative
kaget banget tadi ada gempa,terkejut terkadang gempa,Negative
Mau lanjut tidur takut ada gempa susulan,tidur takut terkadang gempa susulan,Negative
"Info Gempa Mag:2.7, 25-Jan-22 04:24:25 WIB, Lok:5.35 LS - 102.85 BT (64 km Tenggara ENGGANO-BENGKULU), Kedlmn: 29 K… https://t.co/1GvOPRuu49",info gempa magnitudo januari wib lokasi tenggara engganobengkulu kedalaman,Negative
"@cappa_doci4 Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/zcNAhPUdck",doci halo bencana bot melaporkan dampak gempa sekitarmu silakan balas,Negative
"di lombok gempa (lagi) 
takut bgt 🤧",lombok gempa takut,Negative
"aku sekeluarga kan pada tidur di lantai 2, tadi pas gempa cuma bangun terus nunggu deket tangga😭 eh gempanya berent… https://t.co/aEUabiXbrh",sekeluarga tidur lantai gempa terbangun nunggu deket tangga gempanya berent,Negative
"@infoBMKG Update gempa Lombok dong
Dari tadi nungguin",update gempa lombok nungguin,Negative
"Lombok barusan gempa, STAY SAFE SEMUAA🥺",lombok barusan gempa aman semuaa,Neutral
@TimpalBali Tu kan bnr gempa,bnr gempa,Negative
@ilikeumark kebangun gara gara gempa:'),terbangun gempa,Negative
"pantesan aja beberapa hari ini panas banget, sumuk, geraaah 🥵
ternyata gempa 😣",pantesan panas sumuk geraaah gempa,Negative
Astaga pagi pagi baru opening siaran udah disambut gempa 🙈🙈 https://t.co/5aBmPTpgEI,astaga pagi pagi opening siaran disambut gempa,Negative
YaAllah gempa😔,gempa,Negative
gempa udh biasa sie tp ttp aj gemeter,gempa sie ttp gemeter,Negative
"@icysugart coba cari aja keyword gempa, uda banyak",coba cari keyword gempa,Negative
"@infoBMKG Info gempa dong,kok lama bgt si",info gempa dongkok,Negative
gempa anjer,gempa anjer,Negative
"@Meyyyy0812 Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/SzBApcICNp",halo bencana bot melaporkan dampak gempa sekitarmu silakan balas,Negative
Tolong gempa 2018 jgn sampe keulang astagfirulah🥲,tolong gempa jgn keulang astagfirulah,Negative
"Baru kali ini kbangun gegara gempa, keras banget tapi bentar, tau2 dah heboh aja orang diluar. Yg pada di masjid ab… https://t.co/Ap2GYd12ZJ",kali kbangun gempa sebentar tau heboh orang diluar masjid habis,Negative
Yawis gw pup aja. Bodo amat sama tremor Bumi dan badan. Pup dulu lah. Udah kebelet. Habis itu mandi. Sholat. Ngaji.… https://t.co/6WjLZPmkld,yawis pup bodo tremor bumi terkadang badan pup kebelet habis mandi sholat ngaji,Negative
"@rualiveman_ karna gwe tau dari base convo ada gempa, yaudah gitu aja 😭",gwe tau base convo terkadang gempa yaudah,Negative
Selalu gemeteran klo habis gempa.. masih trauma semenjak 2018😭 gempa yang besar selalu dateng hari minggu.. pas itu… https://t.co/3xOAxjdaze,gemeteran habis gempa trauma semenjak gempa berguncang dateng minggu,Negative
"Depth &lt; 50km , gempa darat...
Pantes lah getarannya kerasa aduhai https://t.co/cXD2vy8RTa",depth lt gempa darat pantes getarannya aduhai,Neutral
TBL baru sehari di Lombok disambut dengan gempa di pagi buta🥵,tbl sehari lombok disambut gempa pagi buta,Negative
gw masih gemeteran grgr gempa barusan,gemeteran gara gara gempa barusan,Negative
Hah ada gempa??,terkadang gempa,Negative
"@lumerartzy Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/lKREVRX1t6",halo bencana bot melaporkan dampak gempa sekitarmu silakan balas,Negative
"Biasanya di bangunin sholat sama mamah,skrg di bangunin sholat sama gempa 🤣",bangunin sholat mamahskrg bangunin sholat gempa,Negative
"@convomfs aku ga ngerasain gempa samsek😭, tpi stay safee yaaaa semua",merasakan gempa samsek tpi safee yaaaa,Negative
"@YogiDhanar Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/vm2HPdDKKV",halo bencana bot melaporkan dampak gempa sekitarmu silakan balas,Negative
dibangunin sama gempa wkwkwk,dibangunin gempa,Negative
"@findurre Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/45C42GDkll",halo bencana bot melaporkan dampak gempa sekitarmu silakan balas,Negative
gempa barusan bikin mules 😿,gempa barusan bikin mules,Negative
@gresyachen kerasa gempa juga? dom mana? pusat gempanya di lombok,gempa dom pusat gempanya lombok,Negative
@httpsarchi Gempa ya?,gempa berguncang,Negative
"@infoBMKG ada gempa kok belum update sih,, duh duh infomu ditunggu banyak orang pak/bu",terkadang gempa update duh duh infomu ditunggu orang pakbu,Negative
Ketemu gempa di risa 😥😥😥 https://t.co/2ghSCWnEQN,ketemu gempa risa,Negative
Aku yang abis ngerasain gempa : https://t.co/TvaTuzFDpi,berguncang habis merasakan gempa,Negative
Ya Allah ada gempa lagi:(,berguncang terkadang gempa,Negative
"@infoBMKG Ini kenapa ndk update"" Sih gempa yang lombok",ndk update gempa berguncang lombok,Negative
GEMPA LAGIIBFKSBDKSN GUE MASIH TRAUMA GEMPA LOMBOK 2018 😭😭,gempa lagiibfksbdksn trauma gempa lombok,Negative
gw kira sapaan mantan eh gempa lagi kan jadi tremor. Gempa di Lombok tu rasanya kek lebih dari mantan,sapaan mantan gempa tremor gempa lombok mantan,Negative
@corocoodille Waduu stay safe!!! Gempa dimana ya kalau boleh tau,waduu aman gempa dimana berguncang tau,Neutral
"Di bangunin emak❌
Di bangunin gempa✔ https://t.co/kPGsW2s5lT",bangunin emak bangunin gempa,Negative
hah gempa,gempa,Negative
"gempa pas lg kkn, ga kuat liat ekspresi tmn2 yg lg lari tp telat barusan😭😭😭😭😭🖐🏻🖐🏻🖐🏻🖐🏻🤠",gempa kkn kuat lihat ekspresi tmn lari telat barusan,Negative
@Regenzeit25 iyaa anjir gempa😀,iyaa anjir gempa,Negative
kebangun gempa huhu,terbangun gempa huhu,Negative
Lombok gempa ya? Innalilahi wa innailaihi raaji'un,lombok gempa berguncang innalilahi innailaihi raajiun,Negative
"Dahlah gue tidur jam set3, trs kebangun jam set5... TAPI SERIUS DARI SEMALEM EMANG GERAH PANTES GEMPA",dahlah tidur jam set terbangun jam set serius semalam gerah pantes gempa,Negative
@thuxsheday samaaa tp liat mfs convo ada yg blg gempa,samaaa lihat mfs convo terkadang blg gempa,Negative
"Me : *kebangun, noleh ke kakak gw* 
Kakak gw : iye gempa, yaudah tidur lagi",teman terbangun noleh kedalaman kakak kakak iye gempa yaudah tidur,Negative
gempa pas kamu lagi di kamar mandi is the worst,gempa kamar mandi habis the worst,Negative
kebangun gara2 gempa,terbangun gempa,Negative
@budhpramana @tongkentoeng blm ngerasain gempa lombok kurang seru,merasakan gempa lombok seru,Negative
"@Priscipop_ Ehh iya sama ...
Klo mau ada gempa, aku pasti kepikiran terusss ....
Tumben kemarin engga sama sekali :v",iya terkadang gempa kepikiran terusss tumben kemarin engga,Negative
@hoonielvtsy__ hah? ada gempa??,terkadang gempa,Negative
"@yourmikasaa @infoBMKG Mayan gempa bikin olahraga pagi"" wkwk",mayan gempa bikin olahraga pagi,Negative
"#gempa lombok
#gempalombok",lombok,Neutral
@harryluuq @infoBMKG gempa udh bbrapa mnit msih blum ada ):,gempa bbrapa mnit msih blum terkadang,Negative
Muk kenen mesak beridap gempa 😂😕😕😕,muk kenen mesak beridap gempa,Negative
"@infoBMKG min bangun, ada gempa ini bangun dong",min terbangun terkadang gempa terbangun,Negative
gw kira sapaan mantan eh gempa lagi kan jadi tremor. Gempa di Lombok tu rasanya kek lebih dari mantan,sapaan mantan gempa tremor gempa lombok mantan,Negative
"Min @infoBMKG ekspresi mu mana ???

Gempa di Lombok dari tadi, kok blom ada info berapa Sekali Liter ??

🙂",min ekspresi gempa lombok blom terkadang info liter,Negative
kaget ditelpon bapak jam segini kirain ada apa ternyata katanya gempa besar bgt. Tumben aku ga ngerasa padahal bias… https://t.co/3UBGZSNBdK,terkejut ditelpon jam segini terkadang gempa tumben berasa bias,Negative
"@soleh933 Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/8RwePGWMTP",halo bencana bot melaporkan dampak gempa sekitarmu silakan balas,Negative
"Gempa subuh2 lgsg loncat, kek nya di bangunin biar sholat subuh haha",gempa subuh lgsg loncat bangunin biar sholat subuh haha,Negative
@infoBMKG Sialan tidur ni BMKG gempa lombok admin woi,sialan tidur bmkg gempa lombok admin woi,Negative
"@johnnyod Lombok kaa, 2018 pernah sehancur2nya ngadepin gempa moga ga ada susulan 😭",lombok kaa sehancurnya ngadepin gempa moga terkadang susulan,Negative
"️️️️️️️ ️️ ️️ ️️ ️️️️️️

Bali gempa, sering banget gempa. Dumogi mandali. Rahayu. 🙏🏻

️️️️️️️ ️️ ️️ ️️ ️️️️️️",bali gempa gempa dumogi mandali rahayu,Negative
Dibangunkan oleh gempa,dibangunkan gempa,Negative
"kenapa gempa datangnya tiba tiba?
kalo datangnya pas susah itu kamu.",gempa datangnya datangnya susah,Negative
"Gempa mag:4.7 NTB.
25 Jan 2022 04:14 WIB.
Kedalaman:10km https://t.co/LiiPdOY5wV",gempa magnitudo ntb januari wib kedalamankm,Negative
"subuh subuh gempa, trauma 2018 masi ada😭",subuh subuh gempa trauma masi terkadang,Negative
"@ejhayudas Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/FZ960ZkyLv",halo bencana bot melaporkan dampak gempa sekitarmu silakan balas,Negative
@cuacaNTB_BMKG adminnya masih tidur nih.. Lumayan Hectic Loh Gempa.. Tapi sayang infonya ga update.. Fyuuh,bmkg adminnya tidur nih lumayan hectic gempa sayang infonya update fyuuh,Neutral
gempa #lombok,gempa,Negative
"@infoBMKG Min, jgn lupa update info gempa lombok",min jgn lupa update info gempa lombok,Negative
gempa,gempa,Negative
hah gempa dimana?,gempa dimana,Negative
@convomfs gempa dimana???,gempa dimana,Negative
"@shafiraw_ Gempa darat, geternya sampe sanubari",gempa darat geternya sanubari,Negative
Lombok gempa ya Allah:(,lombok gempa berguncang,Negative
@infoBMKG Update gempa lombok dong sayangku. Capek nunggu mau liat pusatnya dimana,update gempa lombok sayangku capek nunggu lihat pusatnya dimana,Negative
Wah gempa.... Kebetulan sekali gempa nya bareng sama alarm,gempa gempa bareng alarm,Negative
@infoBMKG Update gempa lombok dong min,update gempa lombok min,Negative
@lemonilope gempa di mana,gempa,Negative
@infoBMKG Gempa min di Lombok barusan,gempa min lombok barusan,Negative
@zarayelo iya ditempat w pernah jg gempa susulan smpe 100 an kali,iya ditempat gempa susulan smpe januari kali,Negative
"isi story saya saat ini : dibangunin solat sama orang azan ❎
dibangunin solat sama gempa ✅",isi story dibangunin solat orang azan dibangunin solat gempa,Negative
@convomfs gempa dimanaaa,gempa dimanaaa,Negative
Ya Allah kenapa lombok trendingnya gara2 gempa mulu 😭,berguncang lombok trendingnya gempa,Negative
eh gempa dimana,gempa dimana,Negative
"Dari semalem ada 2 juga, kebangun trus kayak dikasitau, ""ada ular lewat"" trus tidur lagi...pas pagi dah bangun, kal… https://t.co/iW8CEJEUyc",semalam terkadang terbangun dikasitau terkadang ular tidur lagipas pagi terbangun,Neutral
"Lumayan besar loh gempa barusan ini.
BMKG kenapa lambat sekali infonya skrng.",lumayan gempa barusan bmkg lambat infonya skrng,Negative
jd keinget gempa 2018🥲 moga g kek gitu lagi dah,keinget gempa moga,Negative
@talkwsatan KEI DI BALI BRASA GEMPA NGGAMm?m? Di lombok gde terus lumayaj lama gue takut,kei bali brasa gempa nggammm lombok gde lumayaj takut,Negative
sksk gempa,sksk gempa,Negative
#gempa dari #lombok berasa sampe #bali https://t.co/euX5YcJrrn,berasa,Neutral
@naiitprince HAH??? ADA GEMPA??,terkadang gempa,Negative
"Sholat subuh kali ini terasa berdebar debar, guncangannya lumayan #lombok Subuh #Gempa",sholat subuh kali berdebar debar guncangannya lumayan subuh,Neutral
@infoBMKG Ayo update gempa di Lombok,ayo update gempa lombok,Neutral
Gempa gede bgt sampe bikin kita bangun.. kmrn abis mimpi tsunami… 🥲🥲🥲🥲,gempa bikin terbangun kemarin habis mimpi tsunami,Negative
@convomfs hah gempa dimn?,gempa dimn,Negative
"@zarayelo @convomfs NGAKAK, mang di lo jg gempa?",ngakak lokasi gempa,Negative
dibangunin gempa💔,dibangunin gempa,Negative
@insidelombok_ Info pusat gempa nder?,info pusat gempa nder,Negative
"@convomfs aku baru bangun, gempa dmn dan jam brp nder?",terbangun gempa dmn terkadang jam brp nder,Negative
@seishudepok Iyaaa di daerah ku ada gempa barusan,iyaaa daerah terkadang gempa barusan,Negative
"kaget gempa gede, reflek loncat dari tempat tidur 😭👍🏻",terkejut gempa reflek loncat tidur,Negative
Habis gempa. Gw baru bangun. Masih ngumpulin nyawa. Tangan gw masih gemetar. Tapi gw pengen pup.,habis gempa terbangun ngumpulin nyawa tangan gemetar pengen pup,Negative
"@SITxDROP Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/Wug7rkJTMO",halo bencana bot melaporkan dampak gempa sekitarmu silakan balas,Negative
@infoBMKG setelat itukah BMKG? Gempa besar loh tadi. updatenya lama banget.,setelat bmkg gempa updatenya,Negative
"porter rinjani gabut bener pagi pagi telpon laporan gempa. zzz stay safe bali, lombok dan sekitarnya. 🙏🏽",porter rinjani gabut pagi pagi telpon laporan gempa zzz aman bali lombok terkadang,Neutral
ah gempa gede ktanya 🥱🥱😪,gempa ktanya,Negative
Nungguin bmkg update gempa 🤣 tapi gak ada update update bahkan di aplikasinya,nungguin bmkg update gempa terkadang update update aplikasinya,Negative
"Kaget bgt, lagi pules² tidur eh gempa, mana dua kali lagi terus keras banget😭 

Jantungan aku😭💔 #Gempa",terkejut pules tidur gempa kali jantungan,Negative
@infoBMKG min update gempa yg di lombok barusan dong,min update gempa lombok barusan,Negative
"@suryadelalu Abis begadang tidur jam 3, kirain dah tidur pules, gempa segede gitu bisa ngebangunin, mana kos di lantai dua. Panik bener dah",habis begadang tidur jam tidur pules gempa segede ngebangunin kos lantai panik,Negative
"yaaAllahhh mana gempa lgi, TBL TBL TBL😭",yaaallahhh gempa lgi tbl tbl tbl,Negative
barusan gempa lumayang kenceng bgt,barusan gempa lumayang kencang,Negative
#BMKG tdi gempa loh dilombok. Kamu ngk ada niat kasih kabar ke aku gitu?😊,gempa dilombok ngk terkadang niat kasih kabar kedalaman,Neutral
"Langsung lemes banget kaki pas gempa, gak bisa lari saking lemesnya. Keinget gempa 2018 jadi lemes banget 😭😭😭",langsung lemes kaki gempa lari saking lemesnya keinget gempa lemes,Negative
Semoga tidak terjadi gempa susulan,semoga gempa susulan,Neutral
"@TimpalBali Iya, kirain cuma prasaan aja ternyata bneran gempa",iya prasaan bneran gempa,Negative
@infoBMKG Ayo update gempa di Lombok min.. daritadi nungguin ini 😭,ayo update gempa lombok min daritadi nungguin,Neutral
Gempa,gempa,Negative
dibangunkan oleh gempa,dibangunkan gempa,Negative
Masyarakat Lombok dibangunin subuh sama gempa :),masyarakat lombok dibangunin subuh gempa,Negative
Eh gempa😭,gempa,Negative
Dibangunin subuhan karna gempa 😭,dibangunin subuhan gempa,Negative
Barusan gempa beneran?,barusan gempa beneran,Negative
Gempa gede bgt 😥,gempa,Negative
bmkg napa gaada update gempa anjirrrrr woe😑,bmkg napa gaada update gempa anjirrrrr woe,Negative
@petabencana @Tintinattien #gempa lombok,lombok,Neutral
@infoBMKG Gempa barusan di Mataram Lombok Nusa Tenggara Barat gimana infonya pak.?,gempa barusan mataram lombok nusa tenggara barat daya infonya,Negative
Lombok gempa lagi 😞,lombok gempa,Negative
Stay safe yang gempa tadi di lombok gak sih? Atau NTB bagian mana? :',aman berguncang gempa lombok ntb,Neutral
"Subuh2 di bangunin gempa 😭😭 asli gue masih trauma, kayak gempa tahun 2018 lombok lalu😭😭",subuh bangunin gempa asli trauma gempa lombok,Negative
Tinjot isik Gempa belek. BMKG masih tidur 🤣,tinjot isik gempa belek bmkg tidur,Negative
GEMPA DIMANA,gempa dimana,Negative
"Stay safe yang di Mataram, Lombok. Trauma gempa 2018 pasti masih melekat.",aman berguncang mataram lombok trauma gempa melekat,Negative
@fluppyo Ada gempa?,terkadang gempa,Negative
Dibangunin gempa guys🙂👍,dibangunin gempa guys,Negative
"Gempa M 5,3 Guncang Haiti Selatan, 2 Orang Tewas

 #Sindonews #BukanBeritaBiasa .https://t.co/iQKJ6PicEn",gempa guncang haiti selatan orang tewas,Negative
"Kebangun gara2 gempa, kerasa bgt di bali 🥲 tp kok aneh yaa kemarin emang kerasa ada kyk firasat ada gempa pagi ini… https://t.co/lTv9phlOg8",terbangun gempa bali aneh ya kemarin terkadang kyk firasat terkadang gempa pagi,Negative
jangan main ke lombok lagii yaa gempa,main kedalaman lombok lagii ya gempa,Negative
